PurchaseID,Item,Date
1707,sausage,5/26/15
1707,other vegetables,5/26/15
1707,hard cheese,5/26/15
1708,beef,11/29/15
1708,white bread,11/29/15
1708,frozen vegetables,11/29/15
1709,berries,11/29/15
1709,oil,11/29/15
1709,cat food,11/29/15
1710,frozen meals,6/1/15
1710,other vegetables,6/1/15
1710,bottled beer,6/1/15
1711,beef,1/3/15
1711,whole milk,1/3/15
1711,chewing gum,1/3/15
1712,sausage,12/12/15
1712,detergent,12/12/15
1712,salty snack,12/12/15
1713,rolls/buns,7/27/15
1713,grapes,7/27/15
1713,potato products,7/27/15
1714,frankfurter,9/10/15
1714,other vegetables,9/10/15
1714,bottled beer,9/10/15
1715,sausage,7/19/15
1715,newspapers,7/19/15
1715,cream,7/19/15
1716,pip fruit,5/3/15
1716,whole milk,5/3/15
1716,bottled water,5/3/15
1717,grapes,11/7/15
1717,meat spreads,11/7/15
1717,domestic eggs,11/7/15
1718,chocolate marshmallow,5/3/15
1718,yogurt,5/3/15
1718,detergent,5/3/15
1719,coffee,12/20/15
1719,root vegetables,12/20/15
1719,bottled beer,12/20/15
1720,soda,1/24/15
1720,domestic eggs,1/24/15
1720,artif. sweetener,1/24/15
1721,bottled beer,4/20/15
1721,rolls/buns,4/20/15
1721,other vegetables,4/20/15
1722,butter,10/15/15
1722,onions,10/15/15
1722,napkins,10/15/15
1723,fruit/vegetable juice,11/24/15
1723,herbs,11/24/15
1723,dishes,11/24/15
1724,meat,8/5/15
1724,canned beer,8/5/15
1724,soda,8/5/15
1725,pip fruit,7/19/15
1725,newspapers,7/19/15
1725,chocolate,7/19/15
1726,other vegetables,9/30/15
1726,whole milk,9/30/15
1726,softener,9/30/15
1727,frankfurter,11/1/15
1727,detergent,11/1/15
1727,chocolate,11/1/15
1728,long life bakery product,10/19/15
1728,butter milk,10/19/15
1728,Instant food products,10/19/15
1729,tropical fruit,2/24/15
1729,butter,2/24/15
1729,frozen fruits,2/24/15
1730,whole milk,4/19/15
1730,bottled beer,4/19/15
1730,rolls/buns,4/19/15
1731,canned beer,12/2/15
1731,curd,12/2/15
1731,pastry,12/2/15
1732,canned beer,9/15/15
1732,rolls/buns,9/15/15
1733,other vegetables,12/7/15
1733,newspapers,12/7/15
1733,soda,12/7/15
1734,soda,4/6/15
1734,chocolate marshmallow,4/6/15
1734,fruit/vegetable juice,4/6/15
1735,rolls/buns,7/7/15
1735,other vegetables,7/7/15
1735,pastry,7/7/15
1736,bags,11/16/15
1736,yogurt,11/16/15
1736,soda,11/16/15
1737,rolls/buns,6/8/15
1737,whole milk,6/8/15
1737,soda,6/8/15
1738,dessert,7/21/15
1738,newspapers,7/21/15
1738,bottled water,7/21/15
1739,canned beer,11/28/15
1739,tropical fruit,11/28/15
1739,bottled beer,11/28/15
1740,butter,10/10/15
1740,whipped/sour cream,10/10/15
1740,rolls/buns,10/10/15
1741,whole milk,1/13/15
1741,coffee,1/13/15
1742,canned beer,2/13/15
1742,margarine,2/13/15
1742,white bread,2/13/15
1743,coffee,12/29/15
1743,whole milk,12/29/15
1743,domestic eggs,12/29/15
1744,chicken,9/7/15
1744,brown bread,9/7/15
1744,soda,9/7/15
1745,soda,1/27/15
1745,butter milk,1/27/15
1746,beef,12/8/15
1746,rolls/buns,12/8/15
1746,seasonal products,12/8/15
1747,spread cheese,5/9/15
1747,specialty chocolate,5/9/15
1747,sugar,5/9/15
1748,citrus fruit,7/13/15
1748,whole milk,7/13/15
1748,frozen vegetables,7/13/15
1749,canned beer,5/3/15
1749,rolls/buns,5/3/15
1749,softener,5/3/15
1750,rolls/buns,6/22/15
1750,jam,6/22/15
1750,cake bar,6/22/15
1751,pip fruit,8/5/15
1751,sliced cheese,8/5/15
1751,fruit/vegetable juice,8/5/15
1752,pip fruit,8/4/15
1752,artif. sweetener,8/4/15
1752,hygiene articles,8/4/15
1753,whole milk,3/15/15
1753,onions,3/15/15
1753,cream cheese ,3/15/15
1754,chocolate,4/10/15
1754,pasta,4/10/15
1755,sausage,5/6/15
1755,bottled water,5/6/15
1756,pip fruit,5/13/15
1756,yogurt,5/13/15
1757,other vegetables,4/12/15
1757,fruit/vegetable juice,4/12/15
1758,dessert,6/20/15
1758,whole milk,6/20/15
1759,frankfurter,4/7/15
1759,newspapers,4/7/15
1760,citrus fruit,12/25/15
1760,sliced cheese,12/25/15
1761,citrus fruit,4/27/15
1761,butter,4/27/15
1762,pip fruit,3/14/15
1762,snack products,3/14/15
1763,tropical fruit,1/22/15
1763,bottled water,1/22/15
1764,frankfurter,12/17/15
1764,other vegetables,12/17/15
1765,pip fruit,11/28/15
1765,whole milk,11/28/15
1766,canned beer,1/2/15
1766,other vegetables,1/2/15
1767,pork,9/1/15
1767,whole milk,9/1/15
1768,rolls/buns,2/27/15
1768,pastry,2/27/15
1769,canned beer,12/18/15
1769,fruit/vegetable juice,12/18/15
1770,citrus fruit,6/9/15
1770,yogurt,6/9/15
1771,grapes,3/24/15
1771,pastry,3/24/15
1772,tropical fruit,11/30/15
1772,root vegetables,11/30/15
1773,frozen fish,4/15/15
1773,bottled water,4/15/15
1774,tropical fruit,11/22/15
1774,rolls/buns,11/22/15
1775,beverages,6/24/15
1775,candles,6/24/15
1776,sausage,8/27/15
1776,bottled beer,8/27/15
1777,whole milk,9/29/15
1777,other vegetables,9/29/15
1778,sausage,3/23/15
1778,bottled beer,3/23/15
1779,pork,12/25/15
1779,other vegetables,12/25/15
1780,whole milk,7/1/15
1780,bottled beer,7/1/15
1781,sausage,11/28/15
1781,liquor (appetizer),11/28/15
1782,pastry,11/21/15
1782,herbs,11/21/15
1783,soda,9/27/15
1783,other vegetables,9/27/15
1784,tropical fruit,4/4/15
1784,curd,4/4/15
1785,whole milk,3/17/15
1785,soda,3/17/15
1786,canned beer,6/10/15
1786,semi-finished bread,6/10/15
1787,pip fruit,11/8/15
1787,root vegetables,11/8/15
1788,turkey,5/25/15
1788,flour,5/25/15
1789,yogurt,10/20/15
1789,mustard,10/20/15
1790,whipped/sour cream,12/16/15
1790,pot plants,12/16/15
1791,finished products,6/21/15
1791,flower (seeds),6/21/15
1792,sausage,8/11/15
1792,soda,8/11/15
1793,other vegetables,1/4/15
1793,bottled water,1/4/15
1794,newspapers,3/7/15
1794,whole milk,3/7/15
1795,white wine,5/13/15
1795,rolls/buns,5/13/15
1796,sausage,9/10/15
1796,pork,9/10/15
1797,misc. beverages,5/4/15
1797,whole milk,5/4/15
1798,yogurt,12/30/15
1798,citrus fruit,12/30/15
1799,beef,5/15/15
1799,packaged fruit/vegetables,5/15/15
1800,other vegetables,3/20/15
1800,specialty bar,3/20/15
1801,photo/film,4/9/15
1801,whole milk,4/9/15
1802,tropical fruit,4/5/15
1802,zwieback,4/5/15
1803,sausage,7/12/15
1803,whipped/sour cream,7/12/15
1804,frankfurter,4/27/15
1804,packaged fruit/vegetables,4/27/15
1805,tropical fruit,1/25/15
1805,flour,1/25/15
1806,citrus fruit,1/23/15
1806,whole milk,1/23/15
1806,rolls/buns,1/23/15
1806,liquor,1/23/15
1806,tropical fruit,1/23/15
1807,pork,8/3/15
1807,tea,8/3/15
1808,soda,1/28/15
1808,beef,1/28/15
1809,whole milk,8/19/15
1809,margarine,8/19/15
1810,cookware,4/3/15
1810,other vegetables,4/3/15
1811,butter,3/23/15
1811,chewing gum,3/23/15
1812,frozen vegetables,3/2/15
1812,citrus fruit,3/2/15
1813,chicken,12/26/15
1813,dessert,12/26/15
1814,frankfurter,6/22/15
1814,soda,6/22/15
1815,tropical fruit,10/9/15
1815,rolls/buns,10/9/15
1816,root vegetables,9/11/15
1816,newspapers,9/11/15
1817,meat,3/10/15
1817,soda,3/10/15
1818,hamburger meat,10/25/15
1818,whole milk,10/25/15
1819,tropical fruit,11/24/15
1819,whole milk,11/24/15
1820,whole milk,8/12/15
1820,grapes,8/12/15
1821,whole milk,11/1/15
1821,beef,11/1/15
1822,hamburger meat,11/2/15
1822,other vegetables,11/2/15
1823,frankfurter,3/10/15
1823,yogurt,3/10/15
1824,soda,3/14/15
1824,butter,3/14/15
1825,whipped/sour cream,3/19/15
1826,whole milk,10/23/15
1826,rolls/buns,10/23/15
1827,citrus fruit,7/15/15
1827,beverages,7/15/15
1828,pip fruit,6/14/15
1828,frozen fish,6/14/15
1829,root vegetables,2/16/15
1829,frozen vegetables,2/16/15
1830,pip fruit,8/8/15
1830,bottled water,8/8/15
1831,onions,9/3/15
1831,whole milk,9/3/15
1832,tropical fruit,3/29/15
1832,UHT-milk,3/29/15
1833,other vegetables,8/15/15
1833,whole milk,8/15/15
1834,citrus fruit,4/26/15
1834,other vegetables,4/26/15
1835,canned beer,5/11/15
1835,yogurt,5/11/15
1836,root vegetables,2/23/15
1836,rolls/buns,2/23/15
1837,tropical fruit,11/17/15
1837,other vegetables,11/17/15
1838,butter milk,10/17/15
1838,whole milk,10/17/15
1839,root vegetables,2/12/15
1839,whole milk,2/12/15
1840,pork,9/7/15
1840,tropical fruit,9/7/15
1841,pip fruit,6/1/15
1841,rolls/buns,6/1/15
1842,canned beer,5/17/15
1842,whole milk,5/17/15
1843,tropical fruit,6/6/15
1843,whole milk,6/6/15
1844,pork,3/13/15
1844,pip fruit,3/13/15
1845,pip fruit,1/2/15
1845,tropical fruit,1/2/15
1846,rolls/buns,12/21/15
1846,other vegetables,12/21/15
1847,meat,12/1/15
1847,whole milk,12/1/15
1848,soda,1/9/15
1848,whipped/sour cream,1/9/15
1849,root vegetables,2/3/15
1849,rolls/buns,2/3/15
1850,root vegetables,5/17/15
1850,semi-finished bread,5/17/15
1851,sausage,12/24/15
1851,packaged fruit/vegetables,12/24/15
1852,butter,2/20/15
1852,root vegetables,2/20/15
1853,sauces,6/27/15
1853,frozen vegetables,6/27/15
1854,beef,7/27/15
1854,other vegetables,7/27/15
1855,ham,7/22/15
1855,curd,7/22/15
1856,rolls/buns,3/21/15
1856,root vegetables,3/21/15
1857,tropical fruit,1/21/15
1857,other vegetables,1/21/15
1858,sausage,9/22/15
1858,whipped/sour cream,9/22/15
1859,tropical fruit,12/19/15
1859,pip fruit,12/19/15
1860,soda,12/5/15
1860,whipped/sour cream,12/5/15
1861,whole milk,1/7/15
1861,bottled beer,1/7/15
1862,pip fruit,9/13/15
1862,other vegetables,9/13/15
1863,whole milk,2/27/15
1863,hamburger meat,2/27/15
1864,chicken,1/14/15
1864,root vegetables,1/14/15
1865,root vegetables,10/9/15
1865,beef,10/9/15
1866,rolls/buns,8/7/15
1866,pet care,8/7/15
1867,butter,4/9/15
1867,chewing gum,4/9/15
1868,tropical fruit,1/22/15
1868,citrus fruit,1/22/15
1869,sausage,6/26/15
1869,domestic eggs,6/26/15
1870,soda,7/23/15
1870,tropical fruit,7/23/15
1871,rolls/buns,4/4/15
1871,white bread,4/4/15
1872,tropical fruit,5/4/15
1872,specialty chocolate,5/4/15
1873,tropical fruit,6/10/15
1873,citrus fruit,6/10/15
1874,UHT-milk,4/16/15
1874,whole milk,4/16/15
1875,root vegetables,10/23/15
1875,coffee,10/23/15
1876,pip fruit,6/30/15
1876,yogurt,6/30/15
1877,whole milk,9/30/15
1877,canned beer,9/30/15
1878,dessert,11/4/15
1878,whipped/sour cream,11/4/15
1879,other vegetables,3/14/15
1879,processed cheese,3/14/15
1880,pork,11/25/15
1880,yogurt,11/25/15
1881,frankfurter,10/19/15
1881,UHT-milk,10/19/15
1882,whole milk,9/15/15
1882,salt,9/15/15
1883,frankfurter,8/9/15
1883,coffee,8/9/15
1884,whipped/sour cream,9/5/15
1884,frozen meals,9/5/15
1885,curd,11/19/15
1885,whole milk,11/19/15
1886,other vegetables,11/10/15
1886,newspapers,11/10/15
1887,ham,6/3/15
1887,berries,6/3/15
1888,whole milk,4/5/15
1888,rolls/buns,4/5/15
1889,whole milk,2/4/15
1889,chocolate,2/4/15
1890,soda,2/27/15
1890,pip fruit,2/27/15
1891,margarine,1/23/15
1891,domestic eggs,1/23/15
1892,pip fruit,1/5/15
1892,bottled beer,1/5/15
1893,other vegetables,10/4/15
1893,whole milk,10/4/15
1894,whole milk,2/4/15
1894,newspapers,2/4/15
1895,pork,9/20/15
1895,whole milk,9/20/15
1896,sausage,4/1/15
1896,cream cheese ,4/1/15
1897,curd,6/8/15
1897,shopping bags,6/8/15
1898,canned beer,2/15/15
1898,margarine,2/15/15
1899,napkins,8/22/15
1899,fruit/vegetable juice,8/22/15
1900,chewing gum,12/16/15
1900,frozen vegetables,12/16/15
1901,ice cream,11/4/15
1901,grapes,11/4/15
1902,bottled water,12/24/15
1902,UHT-milk,12/24/15
1903,liver loaf,1/26/15
1903,soda,1/26/15
1904,citrus fruit,4/1/15
1904,soda,4/1/15
1905,chicken,6/3/15
1905,whole milk,6/3/15
1906,citrus fruit,7/28/15
1906,butter,7/28/15
1907,bottled water,12/6/15
1907,root vegetables,12/6/15
1908,pip fruit,3/29/15
1908,whipped/sour cream,3/29/15
1909,whole milk,10/10/15
1909,white bread,10/10/15
1910,hamburger meat,6/7/15
1910,whole milk,6/7/15
1911,turkey,12/17/15
1911,whole milk,12/17/15
1912,ham,2/23/15
1912,berries,2/23/15
1913,citrus fruit,9/10/15
1913,instant coffee,9/10/15
1914,sausage,12/13/15
1914,shopping bags,12/13/15
1915,yogurt,8/18/15
1915,bottled beer,8/18/15
1916,butter,1/25/15
1916,detergent,1/25/15
1917,chicken,8/17/15
1917,white bread,8/17/15
1918,beverages,3/8/15
1918,shopping bags,3/8/15
1919,onions,5/1/15
1919,grapes,5/1/15
1920,bottled beer,5/13/15
1920,berries,5/13/15
1921,butter,11/25/15
1921,citrus fruit,11/25/15
1922,root vegetables,12/19/15
1922,red/blush wine,12/19/15
1923,sausage,5/17/15
1923,baking powder,5/17/15
1924,ham,5/19/15
1924,domestic eggs,5/19/15
1925,soda,1/23/15
1925,newspapers,1/23/15
1926,chicken,8/7/15
1926,dessert,8/7/15
1927,sausage,3/22/15
1927,sliced cheese,3/22/15
1928,other vegetables,4/27/15
1928,long life bakery product,4/27/15
1929,whole milk,5/24/15
1929,other vegetables,5/24/15
1930,root vegetables,11/24/15
1930,yogurt,11/24/15
1931,chicken,1/17/15
1931,cat food,1/17/15
1932,tropical fruit,12/17/15
1932,whole milk,12/17/15
1933,pork,2/14/15
1933,canned fish,2/14/15
1934,tropical fruit,7/11/15
1934,frozen fish,7/11/15
1935,chicken,10/23/15
1935,canned beer,10/23/15
1936,other vegetables,8/10/15
1936,packaged fruit/vegetables,8/10/15
1937,whipped/sour cream,11/8/15
1937,soda,11/8/15
1938,whole milk,12/28/15
1938,spread cheese,12/28/15
1939,root vegetables,11/11/15
1939,whole milk,11/11/15
1940,sausage,7/31/15
1940,bottled beer,7/31/15
1941,frozen vegetables,5/12/15
1941,red/blush wine,5/12/15
1942,beef,5/1/15
1942,soda,5/1/15
1943,root vegetables,12/18/15
1943,berries,12/18/15
1944,rolls/buns,8/9/15
1944,pork,8/9/15
1945,canned beer,5/17/15
1945,photo/film,5/17/15
1946,sweet spreads,9/8/15
1946,butter,9/8/15
1947,beef,10/27/15
1947,dessert,10/27/15
1948,frozen vegetables,2/23/15
1948,coffee,2/23/15
1949,bottled water,11/11/15
1949,photo/film,11/11/15
1950,domestic eggs,8/30/15
1950,mayonnaise,8/30/15
1951,ice cream,8/18/15
1951,whipped/sour cream,8/18/15
1952,ice cream,4/11/15
1952,curd,4/11/15
1953,butter,1/7/15
1953,whole milk,1/7/15
1954,sausage,3/25/15
1954,tea,3/25/15
1955,ham,5/19/15
1955,frozen meals,5/19/15
1956,citrus fruit,4/22/15
1956,roll products ,4/22/15
1957,red/blush wine,7/16/15
1957,pip fruit,7/16/15
1958,butter,2/18/15
1958,ice cream,2/18/15
1959,whole milk,10/25/15
1959,other vegetables,10/25/15
1960,hard cheese,1/19/15
1960,soda,1/19/15
1961,hygiene articles,11/28/15
1961,grapes,11/28/15
1962,soups,4/11/15
1962,bottled water,4/11/15
1963,pastry,7/9/15
1963,other vegetables,7/9/15
1964,onions,8/18/15
1964,whipped/sour cream,8/18/15
1965,ice cream,3/12/15
1965,dishes,3/12/15
1966,herbs,12/29/15
1966,pasta,12/29/15
1967,citrus fruit,8/31/15
1967,butter milk,8/31/15
1968,white bread,4/16/15
1968,nuts/prunes,4/16/15
1969,pip fruit,6/8/15
1969,grapes,6/8/15
1970,misc. beverages,6/16/15
1970,pip fruit,6/16/15
1971,ice cream,1/27/15
1971,onions,1/27/15
1972,pot plants,12/17/15
1972,domestic eggs,12/17/15
1973,beef,1/21/15
1973,butter milk,1/21/15
1974,canned beer,8/19/15
1974,domestic eggs,8/19/15
1975,cat food,6/29/15
1975,soda,6/29/15
1976,whipped/sour cream,7/31/15
1976,cream cheese ,7/31/15
1977,shopping bags,8/24/15
1977,misc. beverages,8/24/15
1978,berries,6/24/15
1978,rolls/buns,6/24/15
1979,whole milk,12/17/15
1979,candy,12/17/15
1980,root vegetables,9/17/15
1980,flour,9/17/15
1981,pork,10/26/15
1981,dessert,10/26/15
1982,sausage,1/22/15
1982,root vegetables,1/22/15
1983,bottled water,1/20/15
1983,bottled beer,1/20/15
1984,ice cream,4/7/15
1984,whipped/sour cream,4/7/15
1985,berries,1/12/15
1985,other vegetables,1/12/15
1986,bottled beer,3/25/15
1986,specialty cheese,3/25/15
1987,pork,1/7/15
1987,spread cheese,1/7/15
1988,ice cream,2/24/15
1988,grapes,2/24/15
1989,curd,3/26/15
1989,pip fruit,3/26/15
1990,sausage,10/11/15
1990,white bread,10/11/15
1991,rolls/buns,7/27/15
1991,UHT-milk,7/27/15
1992,other vegetables,2/3/15
1992,yogurt,2/3/15
1993,other vegetables,11/29/15
1993,soda,11/29/15
1994,root vegetables,9/29/15
1994,salt,9/29/15
1995,other vegetables,6/12/15
1995,chicken,6/12/15
1996,pastry,6/1/15
1996,soda,6/1/15
1997,other vegetables,1/14/15
1997,roll products ,1/14/15
1998,other vegetables,5/15/15
1998,red/blush wine,5/15/15
1999,citrus fruit,2/2/15
1999,pip fruit,2/2/15
2000,white bread,6/24/15
2000,root vegetables,6/24/15
2001,citrus fruit,4/21/15
2001,whole milk,4/21/15
2002,whole milk,8/5/15
2002,butter,8/5/15
2003,chocolate,5/13/15
2003,liquor,5/13/15
2004,citrus fruit,9/3/15
2004,yogurt,9/3/15
2005,other vegetables,4/23/15
2005,pip fruit,4/23/15
2006,sausage,7/16/15
2006,yogurt,7/16/15
2007,root vegetables,4/20/15
2007,ham,4/20/15
2008,sausage,8/17/15
2008,whole milk,8/17/15
2009,pip fruit,11/16/15
2009,fruit/vegetable juice,11/16/15
2010,tropical fruit,9/6/15
2010,chewing gum,9/6/15
2011,pork,10/27/15
2011,whole milk,10/27/15
2012,whole milk,3/8/15
2012,dessert,3/8/15
2013,mustard,9/14/15
2013,root vegetables,9/14/15
2014,citrus fruit,1/1/15
2014,whole milk,1/1/15
2015,whole milk,5/15/15
2015,pastry,5/15/15
2016,root vegetables,5/12/15
2016,dessert,5/12/15
2017,citrus fruit,10/28/15
2017,liquor (appetizer),10/28/15
2018,UHT-milk,4/9/15
2018,citrus fruit,4/9/15
2019,soda,4/22/15
2019,other vegetables,4/22/15
2020,tropical fruit,2/13/15
2020,white wine,2/13/15
2021,shopping bags,12/14/15
2021,tropical fruit,12/14/15
2022,bottled beer,4/11/15
2022,butter,4/11/15
2023,beef,11/20/15
2023,waffles,11/20/15
2024,pip fruit,11/2/15
2024,yogurt,11/2/15
2025,root vegetables,11/1/15
2025,waffles,11/1/15
2026,chicken,5/21/15
2026,brown bread,5/21/15
2027,bottled water,5/6/15
2027,UHT-milk,5/6/15
2028,flour,10/24/15
2028,tropical fruit,10/24/15
2029,pip fruit,12/24/15
2029,other vegetables,12/24/15
2030,whole milk,10/14/15
2030,UHT-milk,10/14/15
2031,frankfurter,9/19/15
2031,processed cheese,9/19/15
2032,canned beer,6/8/15
2032,citrus fruit,6/8/15
2033,whole milk,9/26/15
2033,other vegetables,9/26/15
2034,canned beer,8/19/15
2034,UHT-milk,8/19/15
2035,butter milk,7/17/15
2035,packaged fruit/vegetables,7/17/15
2036,margarine,10/9/15
2036,rolls/buns,10/9/15
2037,whole milk,1/12/15
2037,frozen vegetables,1/12/15
2038,whole milk,5/14/15
2039,canned beer,7/24/15
2039,misc. beverages,7/24/15
2040,salty snack,12/18/15
2040,shopping bags,12/18/15
2041,root vegetables,1/22/15
2041,pip fruit,1/22/15
2042,sausage,4/7/15
2042,butter,4/7/15
2043,brown bread,9/25/15
2043,packaged fruit/vegetables,9/25/15
2044,other vegetables,9/11/15
2044,salt,9/11/15
2045,sausage,12/5/15
2045,whole milk,12/5/15
2046,ham,6/2/15
2046,sugar,6/2/15
2047,domestic eggs,10/25/15
2047,bottled beer,10/25/15
2048,sausage,2/26/15
2048,cream cheese ,2/26/15
2049,root vegetables,6/9/15
2049,canned beer,6/9/15
2050,other vegetables,8/7/15
2050,bottled water,8/7/15
2051,citrus fruit,6/14/15
2051,soda,6/14/15
2052,pork,4/30/15
2052,oil,4/30/15
2053,onions,2/20/15
2053,UHT-milk,2/20/15
2054,other vegetables,8/6/15
2054,tropical fruit,8/6/15
2054,onions,8/6/15
2054,cream cheese ,8/6/15
2054,root vegetables,8/6/15
2054,yogurt,8/6/15
2055,chicken,12/26/15
2055,pastry,12/26/15
2055,whole milk,12/26/15
2055,pip fruit,12/26/15
2055,soda,12/26/15
2055,margarine,12/26/15
2055,candy,12/26/15
2056,pip fruit,11/19/15
2056,turkey,11/19/15
2056,yogurt,11/19/15
2056,root vegetables,11/19/15
2056,other vegetables,11/19/15
2056,chocolate,11/19/15
2056,fruit/vegetable juice,11/19/15
2057,berries,8/31/15
2057,tropical fruit,8/31/15
2057,rolls/buns,8/31/15
2057,pastry,8/31/15
2057,whole milk,8/31/15
2057,frozen vegetables,8/31/15
2058,whole milk,2/3/15
2058,sugar,2/3/15
2058,onions,2/3/15
2058,processed cheese,2/3/15
2058,pip fruit,2/3/15
2059,chicken,4/21/15
2059,finished products,4/21/15
2059,rolls/buns,4/21/15
2059,butter,4/21/15
2059,herbs,4/21/15
2059,white bread,4/21/15
2060,pork,10/20/15
2060,meat,10/20/15
2060,rolls/buns,10/20/15
2060,onions,10/20/15
2060,frozen vegetables,10/20/15
2060,root vegetables,10/20/15
2060,beverages,10/20/15
2061,whole milk,11/18/15
2061,hamburger meat,11/18/15
2061,pip fruit,11/18/15
2061,curd,11/18/15
2061,margarine,11/18/15
2061,instant coffee,11/18/15
2061,misc. beverages,11/18/15
2062,pork,3/18/15
2062,frankfurter,3/18/15
2062,frozen fish,3/18/15
2062,waffles,3/18/15
2062,napkins,3/18/15
2062,rolls/buns,3/18/15
2063,cat food,9/18/15
2063,whole milk,9/18/15
2063,turkey,9/18/15
2063,spread cheese,9/18/15
2063,canned beer,9/18/15
2063,berries,9/18/15
2063,long life bakery product,9/18/15
2064,finished products,11/23/15
2064,pork,11/23/15
2064,onions,11/23/15
2064,pasta,11/23/15
2064,tropical fruit,11/23/15
2064,soda,11/23/15
2064,pastry,11/23/15
2065,brown bread,8/9/15
2065,UHT-milk,8/9/15
2065,beef,8/9/15
2065,red/blush wine,8/9/15
2065,rolls/buns,8/9/15
2065,pickled vegetables,8/9/15
2066,berries,5/14/15
2066,other vegetables,5/14/15
2066,sausage,5/14/15
2066,pip fruit,5/14/15
2066,rolls/buns,5/14/15
2066,brown bread,5/14/15
2066,sauces,5/14/15
2067,ham,9/4/15
2067,whole milk,9/4/15
2067,other vegetables,9/4/15
2067,soda,9/4/15
2067,white bread,9/4/15
2067,tropical fruit,9/4/15
2067,sugar,9/4/15
2068,fish,8/24/15
2068,chicken,8/24/15
2068,UHT-milk,8/24/15
2068,other vegetables,8/24/15
2068,cream cheese ,8/24/15
2068,hard cheese,8/24/15
2069,pastry,8/18/15
2069,whole milk,8/18/15
2069,sausage,8/18/15
2069,soda,8/18/15
2069,sliced cheese,8/18/15
2069,domestic eggs,8/18/15
2070,sausage,4/9/15
2070,pip fruit,4/9/15
2070,tropical fruit,4/9/15
2070,pasta,4/9/15
2070,rolls/buns,4/9/15
2070,beverages,4/9/15
2070,brown bread,4/9/15
2071,whole milk,2/11/15
2071,rolls/buns,2/11/15
2071,tropical fruit,2/11/15
2071,other vegetables,2/11/15
2071,cake bar,2/11/15
2071,curd,2/11/15
2072,bottled beer,5/16/15
2072,root vegetables,5/16/15
2072,pip fruit,5/16/15
2072,other vegetables,5/16/15
2072,dessert,5/16/15
2072,rolls/buns,5/16/15
2072,shopping bags,5/16/15
2073,whole milk,8/25/15
2073,frankfurter,8/25/15
2073,yogurt,8/25/15
2073,pip fruit,8/25/15
2073,dessert,8/25/15
2073,soda,8/25/15
2073,margarine,8/25/15
2074,sausage,1/16/15
2074,whole milk,1/16/15
2074,tropical fruit,1/16/15
2074,light bulbs,1/16/15
2074,yogurt,1/16/15
2074,rolls/buns,1/16/15
2074,liquor (appetizer),1/16/15
2075,soda,3/26/15
2075,frankfurter,3/26/15
2075,salty snack,3/26/15
2075,bottled water,3/26/15
2075,frozen vegetables,3/26/15
2075,yogurt,3/26/15
2076,ham,3/26/15
2076,root vegetables,3/26/15
2076,rolls/buns,3/26/15
2076,processed cheese,3/26/15
2076,whole milk,3/26/15
2076,pastry,3/26/15
2076,soups,3/26/15
2077,bottled beer,3/31/15
2077,pip fruit,3/31/15
2077,condensed milk,3/31/15
2077,pot plants,3/31/15
2077,cling film/bags,3/31/15
2077,soda,3/31/15
2077,shopping bags,3/31/15
2078,sausage,2/24/15
2078,domestic eggs,2/24/15
2078,dish cleaner,2/24/15
2078,rolls/buns,2/24/15
2078,other vegetables,2/24/15
2078,soda,2/24/15
2079,sausage,9/19/15
2079,UHT-milk,9/19/15
2079,candles,9/19/15
2079,chewing gum,9/19/15
2079,bottled beer,9/19/15
2079,artif. sweetener,9/19/15
2079,butter,9/19/15
2080,sausage,9/28/15
2080,pork,9/28/15
2080,butter milk,9/28/15
2080,canned beer,9/28/15
2080,whole milk,9/28/15
2080,yogurt,9/28/15
2080,rolls/buns,9/28/15
2081,sausage,10/7/15
2081,citrus fruit,10/7/15
2081,whole milk,10/7/15
2081,butter milk,10/7/15
2081,salty snack,10/7/15
2081,dessert,10/7/15
2081,specialty chocolate,10/7/15
2082,pork,9/2/15
2082,beef,9/2/15
2082,bottled water,9/2/15
2082,salty snack,9/2/15
2082,flour,9/2/15
2082,instant coffee,9/2/15
2083,root vegetables,2/13/15
2083,whole milk,2/13/15
2083,meat,2/13/15
2083,other vegetables,2/13/15
2083,dog food,2/13/15
2083,bottled water,2/13/15
2083,domestic eggs,2/13/15
2084,citrus fruit,10/9/15
2084,beef,10/9/15
2084,whipped/sour cream,10/9/15
2084,dishes,10/9/15
2084,bottled beer,10/9/15
2084,whole milk,10/9/15
2085,other vegetables,12/23/15
2085,sausage,12/23/15
2085,beef,12/23/15
2085,whole milk,12/23/15
2085,prosecco,12/23/15
2085,ice cream,12/23/15
2085,waffles,12/23/15
2086,whole milk,9/26/15
2086,bottled beer,9/26/15
2086,UHT-milk,9/26/15
2086,beef,9/26/15
2086,pip fruit,9/26/15
2086,yogurt,9/26/15
2086,salty snack,9/26/15
2087,yogurt,11/29/15
2087,rolls/buns,11/29/15
2087,berries,11/29/15
2087,whole milk,11/29/15
2087,zwieback,11/29/15
2087,brown bread,11/29/15
2087,newspapers,11/29/15
2088,UHT-milk,1/13/15
2088,root vegetables,1/13/15
2088,rolls/buns,1/13/15
2088,spread cheese,1/13/15
2088,misc. beverages,1/13/15
2088,sugar,1/13/15
2089,citrus fruit,1/24/15
2089,whole milk,1/24/15
2089,newspapers,1/24/15
2089,detergent,1/24/15
2089,yogurt,1/24/15
2089,salty snack,1/24/15
2090,citrus fruit,5/24/15
